Date,CAC 40,Accor SA,Air Liquide,Alcatel-Lucent,Alstom,Arcelor Mittal,AXA SA,BNP Paribas,Bouygues,Cap Gemini SA,Carrefour SA,Groupe Danone,Dexia SA,EADS,Essilor International SA,France Telecom SA,L'Oreal SA,Lafarge SA,Lagardere SCA,LVMH Moet Hennessy Louis Vuitton SA,Michelin,Pernod-Ricard SA,Peugeot SA,PPR,Renault SA,Cie de Saint-Gobain,Sanofi-Aventis SA,Schneider Electric SA,Societe Generale,STMicroelectronics NV,Total SA,Unibail-Rodamco,Vallourec,Veolia Environnement,Vinci SA,Vivendi,Tecnip
2001-10-17,4411.51,32.1522,52.9927,16.9,153.9763,1.51,22.6255,46.1144,30.0341,64.75,57.6,33.15,16.9,12.61,15.5,32.6271,80.15,91.9618,39.6774,40.0,33.84,27.0,46.89,131.0,36.95,37.1575,75.25,42.2767,53.9305,32.15,39.1061,45.5537,9.5312,42.305,16.3224,55.3,34.8095
2001-10-18,4338.09,32.0103,53.2933,16.15,153.5181,1.52,22.0163,45.6927,30.0341,62.85,56.5,33.25,17.24,12.7,15.0,31.9456,79.9,90.9157,37.6452,40.95,33.77,26.6667,46.7,127.9,37.0,36.1809,76.0,42.4795,52.6287,30.55,38.1439,44.9516,9.4885,41.702,15.9911,52.55,33.1714
2001-10-19,4264.89,30.6769,52.759,15.59,153.0598,1.34,21.7263,45.2213,29.0815,60.4,56.7,33.525,16.87,12.08,15.795,31.5622,78.5,90.8206,36.8419,39.0,33.3,26.2667,45.55,127.2,35.6,36.2263,75.4,40.0847,51.2804,29.71,37.0336,45.7544,9.5292,41.0893,16.077,51.8,33.581
2001-10-22,4341.29,31.2916,52.9927,16.2,151.2267,1.35,22.3644,45.4942,29.871,60.95,57.1,33.8,17.2,12.46,16.37,32.7123,80.75,90.2024,39.2323,40.0,33.9,26.4333,46.18,128.1,37.5,36.5216,75.85,39.5922,51.9778,31.1,37.8478,45.1122,9.6457,41.138,15.8438,52.4,33.3642
2001-10-23,4455.76,32.19,54.462,16.6,158.5589,1.45,23.7471,46.1392,31.5787,65.15,57.95,33.975,17.53,13.05,16.17,35.7791,80.5,93.8638,40.5,41.6,34.05,25.8333,47.12,132.3,38.62,37.4755,79.0,42.4892,52.9541,32.98,38.4646,46.4768,9.6612,40.8948,15.9543,52.95,33.7496
2001-10-24,4486.35,32.1994,54.295,17.11,159.4755,1.43,24.569,46.3128,31.9906,67.1,58.7,33.525,17.3,13.15,15.35,38.0025,79.45,92.675,39.1161,44.4,34.9,25.4,46.93,135.5,38.32,37.9297,78.0,43.9377,53.3261,32.96,38.1192,47.5604,9.7233,41.0893,15.7947,52.45,32.6174
2001-10-25,4378.45,31.9536,53.7607,16.63,154.8928,1.3,23.9985,45.9407,30.8493,65.4,57.3,32.525,17.39,13.17,15.075,35.5405,77.3,92.5324,36.8323,42.79,34.1,26.5,45.44,134.8,35.82,37.1575,76.05,42.4892,52.7682,31.77,38.1192,47.119,9.8009,40.5058,15.8193,50.7,31.7983
2001-10-26,4478.63,33.4288,54.1614,17.39,158.5589,1.2,25.4198,46.3128,30.8922,68.65,58.1,32.975,17.6,13.49,15.95,37.3806,78.4,95.7658,38.4194,42.6,34.6,26.2,46.2,137.2,34.2,37.5891,76.2,43.986,53.2796,34.09,39.2788,46.5972,9.9562,41.0893,15.4879,51.85,33.7255
2001-10-29,4383.24,33.0316,53.527,16.68,160.4837,1.3,24.5303,45.9407,30.1885,64.95,56.8,32.3,17.22,13.5,16.0,35.7791,76.7,94.2917,38.7,39.5,33.8,25.5,46.3,135.1,34.3,36.9531,74.3,42.8465,52.2103,33.08,39.0814,46.2761,10.0241,40.4086,16.1997,50.0,33.4846
2001-10-30,4251.93,31.5848,49.0525,15.7,161.3085,1.06,23.225,45.3454,28.8241,61.5,55.4,31.5,17.0,12.6,15.72,34.0327,74.85,92.2471,36.4839,38.22,33.64,26.4667,44.62,126.0,32.8,35.7266,72.0,41.8229,51.1875,30.4,38.2426,45.8346,9.7039,41.0407,15.9543,49.25,30.907
2001-10-31,4341.29,32.9749,50.0209,16.77,155.6261,0.9,23.4957,45.8415,29.1759,62.5,56.85,32.125,17.15,12.9,15.545,35.3276,76.7,93.8638,37.9161,39.17,34.33,25.9167,45.15,127.9,33.85,35.0907,73.25,42.9527,51.6524,31.4,38.4893,46.1958,9.9077,41.5367,16.4452,51.9,30.2566
2001-11-01,4366.94,32.6155,50.4884,16.9,156.7259,0.97,24.1048,45.8167,29.1759,62.45,56.75,32.125,17.0,12.95,15.82,35.8131,77.1,89.822,38.071,39.39,34.2,26.1333,45.2,131.0,34.8,34.9771,75.3,43.2038,51.8383,32.03,38.4646,47.3196,10.3444,41.313,16.3224,51.95,31.3165
2001-11-02,4369.4,32.7195,50.4216,17.34,151.5017,1.0,24.2015,46.4864,29.1845,65.1,56.9,31.525,16.79,13.21,15.17,35.2424,75.65,90.5353,38.4194,39.55,34.0,26.0,44.86,130.8,33.99,35.1588,74.05,44.0342,52.1638,32.73,38.0452,47.7611,10.0921,41.3811,16.1383,52.8,32.2801
2001-11-05,4485.34,34.2988,50.4216,18.64,155.3511,0.99,25.3135,47.2306,30.0083,69.05,57.85,32.225,16.86,13.75,15.21,36.9291,78.0,91.1534,39.2903,41.37,34.0,25.6,46.03,133.2,35.66,36.09,76.5,45.2896,53.791,34.49,38.5386,47.7611,10.0921,40.9435,15.9543,53.7,31.3406
2001-11-06,4461.69,34.4406,50.2212,18.92,123.731,0.99,25.5165,47.2058,30.1027,69.1,57.25,33.2,17.11,13.5,15.285,37.0143,78.05,91.2961,39.1839,41.19,34.0,25.1,45.9,133.0,35.91,36.2945,76.05,44.1694,54.2094,34.24,37.5024,47.1992,9.7815,41.1963,16.1506,54.0,30.8588
2001-11-07,4493.27,33.4382,50.9892,18.73,113.1909,0.94,26.116,47.7764,29.4591,67.5,58.0,32.95,17.12,13.5,15.57,38.2921,79.0,91.1534,40.2581,41.9,34.25,25.4,46.75,135.3,35.64,36.2036,77.0,43.8604,54.7673,35.11,37.4037,48.1625,9.898,41.1574,16.1138,54.1,30.8347
2001-11-08,4573.04,34.0245,51.4233,19.24,109.9831,1.0,27.3633,48.3221,29.8453,71.65,58.3,32.8,17.26,14.35,15.94,41.3078,79.7,90.8681,43.2871,43.23,35.05,25.3667,47.2,135.7,36.39,37.0213,77.05,43.8411,56.2551,36.35,38.2426,48.0019,9.5583,40.6906,16.2611,55.25,31.437
2001-11-09,4514.28,34.0245,50.8557,18.65,112.641,1.1,26.9765,47.95,29.4248,70.75,57.4,32.625,17.0,13.91,16.175,39.9874,77.55,89.8696,43.0161,42.09,34.59,25.3167,47.7,135.0,35.8,36.4534,77.25,45.3862,55.5112,35.62,38.2672,47.5203,9.6437,39.6597,15.9788,54.0,32.5933
2001-11-12,4376.58,32.0387,50.5551,18.0,111.3579,1.15,25.3135,47.0322,28.7211,65.7,55.05,32.0,16.78,12.6,15.595,38.2069,75.7,89.4416,40.3548,40.78,34.65,25.2833,47.1,130.0,34.72,35.9083,75.0,45.0482,53.9305,34.54,37.083,47.0387,9.7039,39.4847,16.1015,52.55,32.7137
2001-11-13,4565.68,34.0435,52.4251,19.62,115.4822,1.15,26.9669,48.1236,29.4934,70.0,57.55,33.375,16.86,13.74,15.925,40.6348,77.5,91.8191,42.5323,43.59,35.43,25.3333,48.9,133.8,36.57,36.567,77.75,46.0139,55.8831,37.27,38.7854,47.5604,9.8398,40.8559,16.1383,55.2,32.786
2001-11-14,4575.09,35.9348,53.0929,20.18,114.5657,1.11,25.0427,49.1903,31.1496,74.55,57.7,33.25,17.01,14.0,16.47,41.3163,76.2,93.103,45.8806,46.2,36.65,25.9,49.4,135.4,37.7,37.1802,77.15,47.5589,56.9989,38.7,36.6388,47.8013,10.1697,41.4783,16.1261,57.55,32.7619
2001-11-15,4577.28,36.5116,53.4268,20.77,113.1909,1.29,24.656,49.4384,32.0249,77.6,57.5,32.825,17.17,13.69,16.49,42.5941,76.45,94.3393,48.5806,46.8,37.03,26.0,49.46,141.0,38.74,37.4755,75.9,51.663,59.6025,39.55,34.0482,46.9584,9.7233,40.9726,15.8193,60.1,31.3647
2001-11-16,4587.3,35.9064,53.0595,21.5,127.7637,1.31,24.656,48.8678,31.7417,77.0,57.3,32.925,17.45,13.98,16.725,42.1256,75.45,95.1001,48.0097,45.8,37.75,25.3333,49.92,143.0,40.4,37.7708,76.05,53.0149,60.4393,39.95,35.0351,46.1958,9.5001,41.138,15.7211,59.9,30.8347
2001-11-19,4660.49,36.8237,54.7625,22.2,126.4806,1.64,25.3521,49.1903,32.4539,81.75,57.9,32.875,17.43,14.4,16.565,43.446,77.35,97.6678,48.3871,49.3,38.8,25.6667,50.5,150.0,40.5,38.2023,74.0,52.6286,61.3692,40.0,35.3312,46.3163,9.4904,40.9629,16.1752,60.5,31.2684
2001-11-20,4593.52,36.1995,53.9277,20.95,127.3054,1.6,24.8977,49.2151,31.9305,76.6,57.65,32.4,17.35,13.93,16.005,41.7422,76.15,97.2874,44.8064,47.3,38.84,25.35,49.69,149.3,39.75,38.1342,74.0,50.0214,59.9744,37.8,36.0714,45.5135,9.5486,41.5464,16.1261,58.75,32.3524
2001-11-21,4557.03,34.8945,53.8943,20.4,130.1467,1.9,24.5303,49.3887,31.3641,73.95,57.8,32.675,17.84,13.64,16.475,38.7777,77.75,97.0021,43.6161,46.05,37.4,25.6667,49.2,148.6,39.21,37.7253,74.75,51.1802,59.6954,37.38,36.4661,45.4734,9.6942,41.7312,16.3715,57.65,32.7619
2001-11-22,4599.8,35.6416,54.3284,21.19,131.6131,1.85,24.5593,49.9593,31.407,76.0,58.2,32.25,17.77,13.98,16.4,39.6977,77.0,96.1462,45.0,47.09,37.25,26.1667,49.49,149.7,38.62,38.1569,75.8,49.9248,59.7419,38.81,36.9843,45.7544,10.0435,42.0035,16.1752,59.0,33.3401
2001-11-23,4573.82,35.5943,54.0947,21.05,129.5051,1.84,24.7527,49.2895,31.1753,72.6,57.9,32.275,18.0,13.7,16.5,38.8884,75.5,97.4776,43.5484,46.4,37.5,26.6667,49.6,148.2,39.28,38.1569,76.2,51.1802,59.2305,39.02,36.8856,45.4734,9.9368,41.8479,16.0279,58.6,33.1474
2001-11-26,4564.38,35.4619,52.2581,21.3,133.9961,1.83,24.7623,49.612,31.2783,73.55,58.8,32.275,17.8,13.9,17.1,37.6702,74.2,99.2845,45.9677,47.42,38.85,26.1333,49.81,143.5,41.11,38.0433,75.0,50.6973,59.2305,40.0,35.7506,44.7911,9.9271,42.4022,15.942,58.85,31.8465
2001-11-27,4485.82,35.5376,51.6905,20.85,130.2383,1.76,23.5827,48.967,31.6645,73.1,57.2,31.85,17.03,13.99,17.05,36.3839,75.15,99.0943,45.6097,46.09,38.28,26.9,49.77,144.8,41.72,37.9979,75.0,49.7799,58.2077,38.55,35.4052,45.4333,9.8495,42.198,15.7088,57.05,32.2801
2001-11-28,4445.5,35.0837,51.6905,19.55,123.731,1.7,23.1863,48.6942,31.879,71.5,57.0,31.825,16.2,13.5,16.95,36.5032,74.05,95.1001,45.2226,44.1,36.95,26.9,48.41,144.2,40.4,37.1348,76.8,49.2488,57.8823,37.73,35.1832,44.1489,9.898,41.8285,15.8561,56.75,31.8947
2001-11-29,4445.87,34.7811,51.3899,19.65,123.731,1.6,23.2153,48.8678,31.9991,70.0,57.65,32.275,16.28,13.51,16.9,36.7161,75.2,95.5756,44.5452,43.56,37.0,27.5167,47.61,145.1,39.3,36.8623,76.2,48.1866,57.6033,37.1,35.3805,44.9516,9.8689,41.6729,15.6229,56.65,31.8947
2001-11-30,4476.06,34.9891,52.926,20.38,120.0649,1.5,23.5924,48.6198,33.0375,71.6,57.85,32.275,15.5,13.34,16.35,37.568,76.85,97.4776,44.7581,45.33,36.53,27.5,47.28,146.9,38.41,36.9985,77.4,49.3454,56.534,37.9,35.1585,45.9149,9.8689,39.8737,15.3897,57.15,31.6779
2001-12-03,4463.84,34.7527,52.6254,19.79,120.3398,1.5,23.254,48.2725,33.0031,72.5,57.9,32.95,15.19,13.45,16.675,37.3124,76.95,95.8609,43.6355,44.1,36.8,27.65,47.1,145.7,37.0,36.9304,77.4,49.0557,56.7665,37.24,35.9727,45.9149,9.8689,39.1346,15.6106,57.9,31.2202
2001-12-04,4529.24,35.5849,52.6588,20.38,119.1483,1.7,23.4667,48.4213,33.7497,78.0,59.0,32.625,15.2,13.38,17.1,38.3262,77.95,95.956,44.5161,44.68,36.49,27.1667,47.1,151.4,38.6,38.1114,78.4,49.8282,57.7428,38.05,36.7375,44.9516,9.83,37.4035,16.1997,58.8,31.3165
2001-12-05,4677.55,37.0412,53.8943,21.96,122.7228,1.82,24.8977,49.7608,34.4877,89.0,59.5,32.275,15.23,13.78,17.0,40.6263,78.9,98.7139,47.8355,48.4,38.0,27.0,46.7,152.4,39.81,38.2704,78.3,53.0632,58.9516,42.05,37.7738,45.955,10.1503,37.2284,15.7702,61.35,33.316
2001-12-06,4679.38,39.0081,52.759,22.46,127.5804,1.88,24.8494,49.8601,34.5821,84.6,60.75,32.25,15.33,14.11,16.45,40.8818,79.6,98.4286,46.8968,49.17,38.08,27.3333,47.38,155.6,40.53,37.8843,78.0,54.56,60.1604,41.8,37.7491,46.0754,10.257,36.1294,15.5738,60.0,32.256
2001-12-07,4642.94,37.7315,52.2915,22.15,127.8553,1.87,24.8494,49.7112,34.7537,84.6,59.75,31.75,15.35,13.85,16.345,40.5496,79.75,100.8061,47.7097,49.65,38.12,27.35,47.25,154.9,39.39,38.3159,78.05,53.5943,59.8814,39.55,37.2063,45.353,10.2279,36.4698,15.5738,60.0,32.4728
2001-12-10,4556.29,36.9844,52.592,21.34,126.9388,1.88,24.1242,49.0167,34.3504,82.4,59.05,31.375,14.91,13.62,16.03,39.817,78.6,100.711,45.9194,47.5,38.1,27.35,46.42,153.5,39.22,38.3613,77.8,51.5181,57.8358,36.19,36.6882,44.9115,10.8393,36.8588,15.3161,59.1,31.5574
2001-12-11,4551.94,38.2043,51.9242,21.96,122.8144,1.96,24.3659,49.4136,34.3675,81.15,58.7,31.725,15.35,13.4,16.15,39.8766,79.25,100.711,46.4516,47.9,38.09,27.3333,46.6,151.5,38.7,38.3613,78.0,50.987,57.6033,36.07,36.8856,44.5503,10.6161,36.713,15.5615,56.5,31.5815
2001-12-12,4510.68,38.5826,52.0912,21.11,118.2318,1.8,23.6891,49.1159,34.1702,80.5,57.4,31.875,15.45,13.48,16.35,39.6977,77.65,100.5208,45.0581,47.15,37.32,27.4,45.63,152.0,38.56,37.9752,76.05,51.1802,56.534,35.72,36.6882,45.4333,10.2861,36.4698,15.5861,57.5,31.3165
2001-12-13,4410.66,36.8804,51.5903,19.55,117.4986,1.83,23.0122,48.1236,32.5741,77.1,57.0,32.025,15.22,13.38,16.385,37.7384,77.25,97.9531,42.7935,45.69,37.32,26.9,45.08,149.2,38.9,37.3619,76.25,51.1802,56.2551,34.4,35.8247,44.9516,10.3055,36.1683,15.267,54.55,32.1356
2001-12-14,4340.02,36.7291,50.8223,18.74,118.5068,1.89,22.3354,47.6523,32.7371,77.4,56.0,31.9,15.1,13.5,16.5,36.6735,74.9,95.8609,43.5677,43.7,36.6,27.3333,44.32,144.0,37.25,37.1348,73.95,50.7939,55.3252,34.72,35.4546,44.8312,10.1891,36.9172,15.3529,53.7,33.0028
2001-12-17,4485.17,37.3532,51.3565,19.78,121.8063,1.8,22.9156,49.2895,32.6084,82.7,57.0,32.375,15.4,14.06,16.075,38.2921,77.0,98.7139,44.8645,45.83,37.07,28.0167,45.4,144.9,37.93,37.907,76.0,50.5525,57.7893,36.43,36.8856,44.8312,10.4608,36.3726,15.537,57.35,34.0146
2001-12-18,4480.1,37.2587,51.7572,19.31,121.2563,1.85,21.4652,49.4632,32.6685,82.9,55.8,32.5,15.34,14.03,16.285,38.1984,77.2,98.0482,45.0774,44.85,36.5,27.4667,46.05,146.0,39.29,37.6345,76.15,53.1598,57.4173,36.35,37.157,44.6306,10.5578,36.2267,15.2424,59.5,34.0869
2001-12-19,4467.92,36.5778,51.4233,19.1,117.6819,1.85,22.0937,49.3887,32.1793,80.0,56.0,33.075,15.29,13.52,16.525,37.8151,77.7,97.3825,45.1935,44.85,36.87,28.0,46.01,142.2,38.95,37.4755,77.0,53.0149,56.9989,35.95,37.2063,44.1891,10.4802,35.6918,15.6352,59.0,34.0869
2001-12-20,4426.72,37.5707,51.0226,18.0,109.9831,1.91,22.0163,49.0167,31.1067,79.05,55.65,33.125,15.15,13.24,16.66,37.0995,76.6,97.6678,44.4581,44.25,36.37,28.7667,45.63,141.0,37.42,37.2711,80.0,50.3593,55.9296,34.18,37.5024,44.5503,10.1891,35.8377,15.6597,58.25,34.4482
2001-12-21,4499.34,37.4194,52.4251,18.25,109.9831,1.91,22.1227,49.5872,30.7635,77.9,56.55,33.5,15.1,13.75,16.7,37.7299,78.6,98.809,44.3032,43.62,36.5,29.45,47.0,141.0,37.79,37.9752,83.3,50.4076,56.4875,35.07,37.9958,44.6306,10.1891,35.7793,15.9543,60.3,35.1709
2001-12-24,4502.1,37.3438,52.3917,18.21,110.1664,1.8,22.2291,49.5624,30.8235,77.9,56.5,33.375,15.5,13.45,16.5,37.6106,78.9,98.1433,44.2355,44.27,36.21,29.0833,46.92,141.3,37.81,38.1569,83.5,49.8765,56.7665,35.27,38.2672,44.751,10.3444,35.8863,15.7211,60.15,35.3154
2001-12-25,4502.1,37.3438,52.3917,18.21,110.1664,1.8,22.2291,49.5624,30.8235,77.9,56.5,33.375,15.5,13.45,16.5,37.6106,78.9,98.1433,44.2355,44.27,36.21,29.0833,46.92,141.3,37.81,38.1569,83.5,49.8765,56.7665,35.27,38.2672,44.751,10.3444,35.8863,15.7211,60.15,35.3154
2001-12-26,4502.1,37.3438,52.3917,18.21,110.1664,1.8,22.2291,49.5624,30.8235,77.9,56.5,33.375,15.5,13.45,16.5,37.6106,78.9,98.1433,44.2355,44.27,36.21,29.0833,46.92,141.3,37.81,38.1569,83.5,49.8765,56.7665,35.27,38.2672,44.751,10.3444,35.8863,15.7211,60.15,35.3154
2001-12-27,4591.16,37.8166,53.4268,18.79,109.9831,1.97,22.8672,49.7608,31.5958,79.05,57.8,33.725,16.05,13.6,16.7,38.3603,79.95,100.0453,44.8548,44.92,37.16,28.6667,47.79,144.9,39.3,38.4976,85.8,50.1179,57.6033,36.14,38.9087,44.9516,10.3541,36.4698,15.9543,61.3,36.1345
2001-12-28,4624.58,38.611,52.5586,19.2,114.4741,1.94,22.6932,49.8601,31.5787,81.1,58.4,34.25,16.15,13.64,16.975,38.2495,80.9,99.76,45.4839,45.7,37.05,29.0,47.75,144.6,39.61,38.4976,83.8,52.1458,58.4402,36.05,39.5749,45.7945,10.3347,36.4309,16.1629,61.5,36.1345
2001-12-31,4624.58,38.611,52.5586,19.2,114.4741,1.94,22.6932,49.8601,31.5787,81.1,58.4,34.25,16.15,13.64,16.975,38.2495,80.9,99.76,45.4839,45.7,37.05,29.0,47.75,144.6,39.61,38.4976,83.8,52.1458,58.4402,36.05,39.5749,45.7945,10.3347,36.4309,16.1629,61.5,36.1345
2002-01-01,4624.58,38.611,52.5586,19.2,114.4741,1.94,22.6932,49.8601,31.5787,81.1,58.4,34.25,16.15,13.64,16.975,38.2495,80.9,99.76,45.4839,45.7,37.05,29.0,47.75,144.6,39.61,38.4976,83.8,52.1458,58.4402,36.05,39.5749,45.7945,10.3347,36.4309,16.1629,61.5,36.1345
2002-01-02,4580.44,38.1098,53.2265,18.95,117.7736,1.95,22.7802,49.7608,31.5958,81.0,57.55,33.95,15.7,13.52,16.62,37.994,77.8,100.4257,45.0194,46.6,36.85,28.7333,47.43,144.5,40.45,37.907,82.5,50.8422,58.3007,36.74,38.8841,46.5972,10.4317,35.8571,15.9788,61.8,35.6045
2002-01-03,4681.2,38.3462,52.926,20.67,123.456,1.95,23.8631,50.257,32.7285,88.05,57.4,33.75,15.72,13.89,16.55,39.7829,80.0,101.3767,45.8129,48.16,37.25,28.35,47.5,149.5,42.5,38.9518,81.2,53.3046,59.5095,38.8,39.3282,46.5571,10.7131,35.9641,15.9788,64.1,35.7972
2002-01-04,4682.79,38.7717,53.4602,20.79,125.564,1.97,24.2692,50.6539,33.0375,85.0,56.95,33.75,15.75,14.14,16.275,40.1663,79.4,101.662,48.0,49.27,38.47,28.3167,46.96,152.7,42.65,39.5878,80.85,54.4634,61.4156,38.8,39.4022,45.9149,10.8101,34.7193,15.7702,62.5,36.5681
2002-01-07,4615.54,39.0554,51.824,20.9,122.2645,2.11,23.5924,50.505,32.6084,84.6,56.3,33.5,15.78,14.19,16.255,38.8458,79.7,100.6159,47.2258,48.65,38.2,28.4,46.8,150.8,42.38,39.7467,79.8,53.208,59.7419,38.42,38.9087,46.0353,10.9266,34.9527,16.1261,59.2,36.5681
2002-01-08,4568.09,38.7717,50.5217,20.15,118.2318,2.23,23.196,50.6042,32.78,82.6,55.65,33.025,15.36,14.8,16.3,38.7606,76.75,99.8551,46.7516,47.25,38.2,27.9667,46.6,148.4,42.15,39.6786,79.15,52.6769,60.2534,37.4,38.6867,46.1557,10.7131,36.0419,16.0647,58.8,36.2549
2002-01-09,4587.01,38.7623,50.4884,20.05,118.5068,2.24,22.4708,51.6957,33.1233,89.0,55.55,32.775,15.22,14.76,16.325,38.3603,78.45,101.4718,46.3355,47.58,38.22,28.4667,45.75,148.1,42.51,40.0874,80.95,52.2907,60.5788,38.64,38.7607,46.0754,11.0624,36.8394,15.7088,57.8,36.3272
2002-01-10,4515.52,39.1027,50.5885,19.26,115.2989,2.06,22.2387,51.4476,31.9219,85.6,54.8,33.0,15.69,14.22,16.155,37.0569,76.05,98.9992,44.0613,45.9,38.55,28.0833,44.9,145.0,43.2,39.565,79.15,53.0149,60.1604,37.28,38.2426,46.1156,11.3536,36.0808,15.4879,57.05,36.5199
2002-01-11,4554.69,40.1145,50.7555,19.34,117.8652,2.08,22.5771,51.8942,31.2354,86.0,57.75,33.0,15.56,14.62,16.05,36.9717,76.9,97.4776,44.7097,45.35,39.5,27.8833,45.4,145.9,43.56,39.4061,80.5,53.546,60.8113,37.33,38.662,45.9952,11.5282,36.1781,15.5124,57.6,36.1345
2002-01-14,4453.97,38.7244,50.1544,18.5,117.3153,2.0,21.5135,51.398,30.4202,83.1,57.0,32.925,15.17,14.34,15.91,35.8217,75.2,96.1462,43.2581,45.0,39.11,27.9833,44.67,141.2,43.36,38.4067,79.0,51.9044,59.9279,35.8,37.8725,46.0754,11.5282,36.2267,15.6843,55.4,33.9664
2002-01-15,4518.42,39.2067,51.0226,19.1,123.731,2.12,21.9487,51.2492,31.1582,83.5,57.65,33.25,15.6,14.45,16.25,35.9068,77.5,96.5266,44.4194,45.21,38.84,28.6333,45.25,140.8,43.3,39.2925,81.0,51.3733,60.7183,36.8,38.2426,45.8346,10.9654,36.9561,16.5924,55.75,34.4482
2002-01-16,4425.5,38.3935,50.2546,18.01,120.0649,2.0,21.5329,50.6539,30.1284,80.0,56.65,32.925,15.53,13.8,16.12,34.6631,76.0,93.9113,43.1419,44.56,38.3,28.7667,44.3,140.8,42.0,37.907,80.15,51.2284,59.8349,35.1,37.7491,45.7544,11.0624,36.6643,16.2856,53.9,33.3642
2002-01-17,4475.64,38.819,50.9224,18.15,121.073,2.02,21.939,52.6383,30.0855,83.2,56.8,32.575,16.3,14.12,16.12,34.2031,77.75,95.5756,43.5871,44.0,39.04,28.3333,44.53,128.1,42.63,38.7701,81.05,49.9731,60.7183,35.08,38.4893,45.5938,11.2953,37.2478,16.4697,54.75,33.7014
2002-01-18,4448.85,39.2918,51.0894,17.78,120.6148,2.1,21.7069,51.5469,29.442,77.85,57.1,32.8,16.71,13.82,16.25,33.5642,76.45,93.9589,42.8903,43.16,38.76,28.2167,43.95,128.5,43.05,38.1569,80.5,49.5868,61.0437,34.5,38.1192,45.7544,11.1304,37.88,16.1752,54.35,33.9664
2002-01-21,4423.8,39.2918,50.7889,17.0,119.4233,2.1,21.4362,51.5965,28.4465,77.65,56.9,33.05,16.6,13.62,16.845,33.3086,77.25,93.5785,43.2484,43.12,39.66,28.1667,43.95,127.0,43.25,37.7935,81.95,49.7317,61.0902,33.42,37.7491,45.7142,10.849,37.4424,16.5188,53.85,33.2437
2002-01-22,4446.72,39.7363,51.0226,17.06,123.3644,2.04,21.2331,52.6879,29.3476,77.5,58.15,33.25,16.8,13.73,16.92,33.6068,77.75,94.1491,43.0645,43.86,40.0,28.1667,44.91,126.9,43.4,37.6799,82.85,49.3454,61.6481,34.03,37.9958,45.4734,10.9848,37.5396,16.1874,53.45,32.0392
2002-01-23,4450.81,40.1335,51.7572,16.7,124.0059,2.0,21.2718,53.1841,29.5278,77.2,57.15,33.0,17.18,13.3,16.8,33.2234,78.2,93.6736,41.8645,45.0,40.99,28.7667,44.93,122.5,44.1,37.6799,81.8,47.2209,62.6244,33.98,38.9581,45.7544,11.0916,37.1603,16.5311,52.45,31.9429
2002-01-24,4508.07,40.3793,52.0244,17.5,126.3889,2.05,21.9003,53.4321,30.2743,79.0,57.35,32.925,17.25,13.4,16.845,33.7771,79.55,94.577,42.4839,47.14,40.8,28.5333,44.74,122.0,44.51,37.4301,79.2,48.2832,63.3683,35.8,38.9827,45.7544,11.043,37.1506,16.4942,53.95,32.8342
2002-01-25,4484.31,39.0743,52.0244,16.88,129.2301,2.05,21.7649,53.0848,29.9482,78.35,57.0,32.95,16.98,13.32,16.975,33.3938,78.3,93.6736,42.6,47.01,40.78,28.5167,45.0,122.6,44.25,37.6118,78.55,49.2488,64.0192,35.61,39.3528,45.353,11.0527,37.4424,16.8624,53.0,33.6773
2002-01-28,4541.16,40.0105,51.6905,17.3,132.0714,2.0,22.2387,54.1763,30.4717,80.2,57.85,32.7,16.86,13.22,16.58,33.5812,78.4,93.103,43.5484,47.22,41.3,28.3,45.55,123.9,44.9,38.543,79.1,50.4559,64.856,35.99,40.1177,45.5537,11.0721,37.8216,16.9361,54.0,34.0387
2002-01-29,4476.1,39.5661,50.455,17.23,127.3971,1.92,21.7939,53.2337,29.708,80.0,56.8,32.75,16.94,12.92,16.53,32.4567,77.5,93.0079,44.0323,46.1,41.25,28.3167,45.85,123.1,45.0,37.2484,78.2,49.5385,63.2288,35.95,39.1308,45.4734,10.9654,37.7827,16.9729,53.75,33.6051
2002-01-30,4407.27,38.4124,51.7239,17.2,121.348,1.88,21.0784,51.9438,29.2703,77.5,56.1,32.825,16.35,12.85,16.6,30.753,78.55,93.2456,42.6968,45.79,41.0,28.2333,45.2,120.9,43.75,37.0213,76.9,49.5868,61.5086,35.32,39.2541,45.4333,10.8684,36.9464,16.6906,51.1,33.581
2002-01-31,4461.87,38.7717,52.926,17.6,117.4069,1.92,20.7497,53.581,29.5449,78.6,57.0,33.5,16.5,13.0,17.775,31.6645,78.8,93.7687,43.229,46.7,41.13,28.5,45.83,119.7,44.4,37.5891,77.8,50.6973,63.6008,35.95,40.1917,45.4734,11.0624,37.3354,17.0097,49.72,33.581
2002-02-01,4455.56,38.6299,52.926,17.68,118.6901,1.96,20.1405,54.1267,29.0558,78.95,57.55,33.375,16.89,13.2,17.75,29.7818,78.3,96.907,42.9387,47.2,41.86,28.5,46.15,119.4,44.25,38.2704,76.0,51.1802,63.9262,35.85,40.7098,44.7911,11.1595,37.0533,17.3288,49.98,33.4123
2002-02-04,4397.54,38.3745,53.2599,17.27,119.0567,1.92,19.8988,53.2337,29.3218,78.8,55.55,32.925,16.95,12.96,18.305,28.9725,78.0,95.1952,42.5226,46.9,41.5,28.2667,45.54,117.5,43.66,36.9077,75.0,50.0214,61.3692,35.19,40.4138,45.2727,11.2565,37.4424,17.4392,48.4,33.3401
